product_id,category,material,packaging_type,transport_mode,distance_km,weight_kg,energy_kwh,water_process_l,carbon_kg,water_liters
1203,Fragrance,Glass,Bottle,Road,4596,0.250262863,3.289875534,1.432211469,12.65,3.94
1204,Fragrance,Paper,Bottle,Air,2071,0.257690175,4.859636982,16.27068892,9.674,12.66
1205,Makeup,Paper,Bottle,Road,3193,0.282337211,4.906170417,19.79263875,10.39,18.45
1206,Fragrance,Aluminum,Box,Road,3915,0.206882119,4.835849721,11.17888098,12.238,11.18
1207,Makeup,Glass,Tube,Sea,2582,0.176566096,3.531881134,18.49746473,8.069,12.25
1208,Makeup,Paper,Box,Road,2272,0.249414709,2.453076827,11.8787179,6.803,10.02
1209,Haircare,Plastic,Jar,Road,1847,0.214673749,5.810255693,19.9962058,8.343,18.09
1210,Fragrance,Paper,Tube,Sea,810,0.374085712,4.527570772,9.718910739,4.644,11.93
1211,Makeup,Plastic,Bottle,Road,185,0.22406182,2.952009222,1,3.574,11.09
1212,Fragrance,Paper,Tube,Road,1886,0.245745188,5.208582616,11.60044128,8.282,12.76
1213,Haircare,Paper,Tube,Road,4386,0.448033451,2.857269302,20.53981597,12.059,15.85
1214,Fragrance,Glass,Jar,Road,1321,0.234419182,5.192844084,14.67484153,7.313,12.57
1215,Skincare,Aluminum,Tube,Road,1029,0.294492549,5.273941507,9.423383857,6.471,13.31
1216,Skincare,Plastic,Tube,Road,1838,0.301704755,2.394220674,13.64450585,7.027,13.39
1217,Makeup,Plastic,Jar,Road,3313,0.308512131,4.198109964,16.85562419,10.391,16.26
1218,Makeup,Plastic,Bottle,Road,1221,0.273158981,4.438628845,11.57191781,6.373,6.19
1219,Fragrance,Aluminum,Bottle,Road,1251,0.265507264,6.63789104,25.13195043,8.202,20.92
1220,Haircare,Plastic,Box,Sea,662,0.258026743,2.609238659,9.412910217,3.916,9.88
1221,Makeup,Aluminum,Jar,Sea,1860,0.203920488,5.219051932,17.01255361,7.797,14.85
1222,Makeup,Aluminum,Jar,Road,1234,0.276041504,3.520815222,15.80968618,6.054,17.86
1223,Fragrance,Paper,Tube,Road,4580,0.412291667,2.01036298,8.500862877,12.102,5.69
1224,Makeup,Paper,Jar,Sea,4986,0.346854553,3.356015396,9.877798663,12.558,11.49
1225,Haircare,Glass,Jar,Road,2069,0.274313442,3.502957713,17.09049324,7.993,17.94
1226,Fragrance,Paper,Tube,Road,514,0.318466384,2.229331768,12.72393944,3.211,11.57
1227,Skincare,Glass,Tube,Road,526,0.180465927,3.874608343,13.69035863,4.829,10.69
1228,Fragrance,Aluminum,Tube,Road,1819,0.229159028,4.649371107,3.820163231,7.711,9.52
1229,Skincare,Plastic,Bottle,Sea,2575,0.325827988,3.785840785,15.27999328,8.577,15.56
1230,Haircare,Aluminum,Jar,Sea,2930,0.368973375,2.849787093,13.43648422,9.128,12.56
1231,Fragrance,Aluminum,Jar,Sea,1707,0.188330706,3.321833518,11.68044989,6.552,9.63
1232,Makeup,Paper,Tube,Road,1982,0.211312935,3.494547972,13.80445932,6.936,11.83
1233,Fragrance,Plastic,Bottle,Road,1596,0.424510064,3.760785953,9.953911464,6.623,7.21
1234,Makeup,Paper,Bottle,Road,2870,0.2577009,4.831796915,9.040487481,9.656,10.82
1235,Makeup,Plastic,Box,Road,3848,0.395868958,3.826327704,10.79057234,11.068,10.13
1236,Haircare,Glass,Tube,Road,286,0.266548585,1.816764046,9.678984108,3.358,12.74
1237,Skincare,Plastic,Box,Sea,2658,0.269694423,2.825214714,22.90264781,8.192,21.55
1238,Skincare,Aluminum,Jar,Road,3584,0.225560729,3.699225261,16.55935364,11.535,20.6
1239,Haircare,Aluminum,Box,Sea,3715,0.325404411,4.848949382,7.15765538,11.46,9.95
1240,Skincare,Paper,Jar,Road,3120,0.358622204,5.05741573,22.18148001,10.013,18.64
1241,Makeup,Glass,Tube,Road,2912,0.167199822,5.62962241,9.835716943,10.208,7.14
1242,Fragrance,Plastic,Bottle,Sea,3761,0.221803956,3.656737277,12.14727684,9.962,16.35
1243,Fragrance,Paper,Box,Sea,2112,0.323206282,4.415971011,16.48708597,7.022,15.62
1244,Haircare,Plastic,Jar,Road,3141,0.239636109,1.754646159,2.150057281,8.887,4.72
1245,Fragrance,Glass,Box,Road,1791,0.210529163,4.015857888,10.81487077,7.064,14.36
1246,Fragrance,Paper,Jar,Road,2436,0.330763372,2.209683078,9.133330745,7.073,12.42
1247,Fragrance,Plastic,Box,Road,726,0.338276256,3.424952965,13.0254004,5.184,8.31
1248,Haircare,Paper,Jar,Road,1958,0.214028633,7.135806067,13.85024842,8.541,12.85
1249,Haircare,Paper,Bottle,Road,824,0.266989322,3.864265083,11.61370317,4.976,12.4
1250,Fragrance,Paper,Bottle,Sea,1284,0.153322016,2.463424137,11.38176351,4.583,7.23
1251,Skincare,Aluminum,Tube,Road,2336,0.178361527,3.989346807,17.32565686,8.652,16.69
1252,Haircare,Paper,Bottle,Sea,2775,0.259933219,2.879509776,13.50742965,8.19,15.38
1253,Skincare,Paper,Jar,Sea,5183,0.252512543,2.347107064,12.20712505,12.553,10.24
1254,Fragrance,Plastic,Tube,Road,191,0.172649913,6.02376744,12.73935296,4.88,12.4
1255,Makeup,Glass,Jar,Road,4947,0.192722086,4.780174432,21.17944499,13.641,20.4
1256,Skincare,Plastic,Bottle,Road,1838,0.16479645,3.91464395,12.86336988,7.219,15.19
1257,Skincare,Aluminum,Tube,Sea,3996,0.286404789,3.029812052,9.427757475,11.604,12.08
1258,Makeup,Aluminum,Tube,Sea,3744,0.092588864,3.12705262,2.455004557,10.992,3.86
1259,Makeup,Glass,Tube,Sea,5341,0.169073822,5.35097824,4.83031313,14.873,9.82
1260,Fragrance,Aluminum,Box,Road,642,0.100964676,3.867893045,9.664870525,5.208,6.13
1261,Haircare,Glass,Bottle,Road,5321,0.283521648,0.2,11.45811578,12.887,12.38
1262,Fragrance,Aluminum,Jar,Road,392,0.105781316,6.405126219,9.221892702,5.507,9.52
1263,Haircare,Aluminum,Bottle,Road,4831,0.252538336,3.719674828,13.75571989,13.035,16.75
1264,Fragrance,Aluminum,Box,Sea,3604,0.381161921,3.912042807,9.157459777,10.512,8.16
1265,Skincare,Plastic,Tube,Road,2676,0.383874719,4.804033776,7.427553649,9.369,10.56
1266,Skincare,Plastic,Bottle,Road,2217,0.105527394,4.058483393,15.06321918,7.92,12.26
1267,Skincare,Aluminum,Tube,Road,560,0.273872768,4.396290341,18.84697248,5.749,19.32
1268,Haircare,Aluminum,Bottle,Road,4419,0.170882296,2.991531839,6.464162011,12.783,8.08
1269,Fragrance,Paper,Jar,Sea,4017,0.154549117,2.024245611,13.21857932,9.877,8.75
1270,Skincare,Plastic,Tube,Road,5158,0.240922404,3.836279338,2.474976709,14.113,6.25
1271,Haircare,Plastic,Tube,Sea,4030,0.348263293,5.217937583,4.627309346,11.717,10.47
1272,Skincare,Plastic,Box,Sea,5265,0.29797271,2.72263693,9.05617086,13.492,9.25
1273,Fragrance,Aluminum,Tube,Sea,4883,0.192788726,2.626371206,17.67455216,13.032,11.3
1274,Makeup,Glass,Box,Sea,2369,0.30640272,4.965223112,8.106469851,8.872,12.27
1275,Fragrance,Plastic,Tube,Sea,3885,0.070503333,2.951305754,7.919497626,10.266,7.29
1276,Makeup,Glass,Bottle,Sea,1490,0.189764336,3.007328103,12.18043641,6.158,14.02
1277,Makeup,Aluminum,Bottle,Road,4384,0.184088676,3.052226872,12.18541806,11.793,10.73
1278,Fragrance,Paper,Box,Road,3366,0.256265655,3.422022823,8.074342636,10.22,8.47
1279,Skincare,Paper,Bottle,Road,2449,0.233773763,1.611634285,21.93110784,7.246,19.65
1280,Fragrance,Plastic,Jar,Road,3473,0.238682313,2.852791865,10.67318313,10.101,13.3
1281,Makeup,Glass,Bottle,Road,1560,0.236022438,3.776441623,12.56792491,6.132,15.46
1282,Makeup,Glass,Jar,Sea,3441,0.251792579,3.767885523,9.991102311,9.999,13.58
1283,Haircare,Glass,Tube,Road,2637,0.293210477,4.889591663,14.19985781,9.8,13.05
1284,Fragrance,Paper,Bottle,Road,1803,0.261946482,5.707270667,18.1747878,7.497,12.65
1285,Haircare,Paper,Jar,Sea,5366,0.227251855,5.314980136,20.31831848,14.377,20.1
1286,Skincare,Aluminum,Box,Road,397,0.282139862,4.597582861,8.188671624,5.097,15.35
1287,Fragrance,Glass,Bottle,Sea,4179,0.316089883,3.321518491,17.50397588,11.79,17.19
1288,Skincare,Glass,Bottle,Road,1194,0.205517929,2.752317116,14.7484041,5.631,15.19
1289,Skincare,Paper,Jar,Sea,1262,0.245247782,3.521454119,16.87268305,4.974,18.56
1290,Makeup,Plastic,Box,Sea,891,0.342952525,4.202694524,11.54060364,5.189,13.87
1291,Skincare,Glass,Jar,Road,608,0.161779146,4.486325358,11.06479613,5.536,13.62
1292,Fragrance,Glass,Tube,Road,725,0.394376176,4.24770288,16.67857323,5.553,14.73
1293,Haircare,Plastic,Bottle,Road,4588,0.142867602,3.354589434,16.77346253,12.411,15.58
1294,Skincare,Aluminum,Tube,Road,5098,0.222370831,4.444234688,19.82860282,15.051,16.71
1295,Fragrance,Paper,Bottle,Road,3237,0.1739848,5.013047006,12.99273778,10.484,9.86
1296,Makeup,Plastic,Tube,Air,125,0.42503416,4.556192461,11.46542686,6.5,10.54
1297,Haircare,Aluminum,Bottle,Road,4761,0.209731998,3.461584334,1,13.391,2.1
1298,Makeup,Glass,Box,Sea,3330,0.209932707,2.499381569,3.94369731,9.568,6.98
1299,Makeup,Glass,Jar,Road,2888,0.220340101,2.470919085,10.02874197,9.091,10.19
1300,Skincare,Glass,Bottle,Air,5213,0.257648225,2.682538852,6.494705344,14.976,12.25
1301,Fragrance,Paper,Jar,Road,2283,0.223724658,3.808490238,16.07065283,7.909,16.42
1302,Haircare,Aluminum,Bottle,Road,2012,0.239369056,4.123764504,5.449895192,8.041,12.33
1303,Makeup,Paper,Bottle,Road,4300,0.05,1.802561218,9.493478358,10.716,12.84
1304,Fragrance,Glass,Tube,Road,2922,0.254572787,2.89520587,9.689867534,9.073,7.41
1305,Makeup,Glass,Jar,Sea,3956,0.25142453,3.791942558,18.02371542,10.688,11.94
1306,Makeup,Paper,Jar,Road,3842,0.333085504,2.420384108,8.958806255,9.911,12.31
1307,Haircare,Glass,Box,Road,4624,0.354724876,4.020684984,14.26206059,13.449,18.08
1308,Skincare,Glass,Bottle,Road,1778,0.234983355,3.131086051,12.97853064,7.059,18.16
1309,Haircare,Aluminum,Jar,Sea,442,0.315298327,2.631895674,16.51644243,3.297,16.73
1310,Fragrance,Aluminum,Bottle,Road,2653,0.161874498,3.563846519,16.25107526,8.904,8.14
1311,Makeup,Glass,Jar,Road,3579,0.311387387,3.970736395,11.83279944,11.191,12.94
1312,Haircare,Plastic,Jar,Road,4503,0.204201936,2.481765303,3.518527437,11.898,8.73
1313,Fragrance,Aluminum,Bottle,Road,1505,0.155224203,3.208865144,10.84129557,7.007,12.9
1314,Fragrance,Plastic,Bottle,Road,4112,0.235152906,4.061214053,11.90022178,12.175,14.43
1315,Fragrance,Plastic,Box,Sea,4585,0.362037796,2.58549178,13.43004617,11.523,14.06
1316,Haircare,Glass,Bottle,Road,4456,0.264480443,1.510691791,8.312224274,11.611,8.69
1317,Makeup,Plastic,Box,Sea,4453,0.369719052,1.656111385,17.70450559,11.167,12.57
1318,Makeup,Paper,Box,Road,5431,0.190101383,2.998338963,12.06809709,13.316,12.9
1319,Haircare,Aluminum,Jar,Road,3653,0.333828088,1.917898068,7.397513261,10.137,7.94
1320,Haircare,Paper,Jar,Road,2068,0.197827197,3.082733726,9.708860806,6.805,14.88
1321,Skincare,Glass,Box,Road,2428,0.268026294,5.497931421,21.64271327,9.004,15.9
1322,Haircare,Glass,Box,Road,4121,0.267334626,1.845681935,15.32188946,11.206,15.87
1323,Makeup,Aluminum,Bottle,Road,1339,0.302919339,3.160874178,17.24228278,6.728,15.84
1324,Fragrance,Glass,Box,Road,3335,0.27005925,6.058765465,6.792065151,11.391,7.88
1325,Fragrance,Aluminum,Box,Air,3171,0.190865237,3.9897561,8.555851539,12.535,6.39
1326,Skincare,Paper,Bottle,Road,3682,0.320424556,3.058732055,8.592888471,10.296,6.73
1327,Makeup,Plastic,Bottle,Road,2345,0.388532528,3.311740839,12.92196869,8.345,11.42
1328,Skincare,Aluminum,Tube,Road,4082,0.203295726,4.01523501,11.12999084,12.109,12.01
1329,Makeup,Aluminum,Bottle,Road,439,0.103181434,5.534926317,9.552527944,5.252,13.2
1330,Haircare,Glass,Tube,Sea,4136,0.289945565,2.862975671,10.17965204,11.747,9.74
1331,Haircare,Paper,Bottle,Road,4474,0.223505568,2.590867661,8.029824067,10.986,11.27
1332,Makeup,Glass,Tube,Road,4877,0.239511772,1.845429521,11.10080357,12.046,7.61
1333,Haircare,Paper,Bottle,Road,5079,0.29449422,3.623715239,17.56607792,13.487,17.53
1334,Fragrance,Aluminum,Bottle,Road,1953,0.213488606,1.813175156,4.434303242,6.944,1
1335,Makeup,Glass,Bottle,Sea,302,0.228491842,2.94346085,13.73239717,3.056,17.9
1336,Fragrance,Aluminum,Bottle,Road,3611,0.241990439,2.409579871,18.90046347,10.287,14.32
1337,Makeup,Glass,Tube,Sea,541,0.367580315,4.788948212,11.08406451,4.551,4.96
1338,Haircare,Aluminum,Bottle,Road,1577,0.252405568,2.889924335,9.355619854,7.005,9.3
1339,Fragrance,Paper,Box,Sea,3878,0.151146114,3.976316394,16.62115743,10.946,11.23
1340,Haircare,Paper,Tube,Road,3290,0.154329722,1.575089598,7.078890616,9.341,7.46
1341,Makeup,Paper,Jar,Road,3356,0.261138394,3.657808345,11.88654235,9.433,10.92
1342,Skincare,Plastic,Box,Sea,4143,0.15964576,2.056207633,6.800779498,10.242,8.42
1343,Skincare,Aluminum,Tube,Road,947,0.125015721,2.9892218,2.64949515,4.972,5.67
1344,Makeup,Plastic,Tube,Road,4360,0.300842879,6.153443089,11.24007868,13.639,9.29
1345,Skincare,Paper,Bottle,Air,3246,0.304759872,4.618609253,5.683024684,12.239,12.53
1346,Fragrance,Plastic,Tube,Road,2339,0.220549077,3.345904901,11.94164743,8.039,13.67
1347,Fragrance,Paper,Tube,Sea,2576,0.273492743,7.338730292,17.57514812,9.503,14.56
1348,Makeup,Plastic,Box,Sea,2822,0.265049732,2.401790372,21.27127703,8.226,17.11
1349,Makeup,Aluminum,Jar,Sea,3049,0.298193551,4.898259658,12.46764642,9.789,9.78
1350,Makeup,Glass,Tube,Sea,1869,0.298379992,1.660790652,17.09607916,6.325,14.75
1351,Skincare,Aluminum,Jar,Road,1265,0.05,3.207292691,13.99481325,6.002,14.92
1352,Haircare,Glass,Bottle,Road,971,0.230760083,1.8826523,10.08443193,4.443,10.67
1353,Haircare,Glass,Bottle,Road,1906,0.291432335,3.808731098,2.37611823,7.67,8.24
1354,Fragrance,Plastic,Box,Sea,1469,0.217163473,3.567164304,20.13246164,5.833,16.39
1355,Skincare,Plastic,Tube,Sea,2862,0.252896211,3.130802241,6.754489054,8.672,7.96
1356,Haircare,Aluminum,Jar,Road,5021,0.310055999,4.81046843,18.91385456,14.408,20.46
1357,Haircare,Plastic,Tube,Road,639,0.256474019,2.819481232,14.68403815,4.704,13.77
1358,Skincare,Glass,Bottle,Road,1733,0.370633553,3.892222097,7.119936074,7.323,15.55
1359,Skincare,Plastic,Bottle,Road,317,0.3401589,4.484665928,13.55999181,4.269,16.33
1360,Haircare,Plastic,Tube,Sea,5362,0.240514868,1.720134549,22.66455531,13.125,23.68
1361,Skincare,Aluminum,Tube,Road,3869,0.234156306,2.60190279,19.6782629,11.296,21.1
1362,Skincare,Aluminum,Box,Sea,1366,0.05,3.564633161,9.436434719,6.156,12.27
1363,Haircare,Glass,Box,Sea,2307,0.223879824,4.256184103,8.440096209,8.329,8.99
1364,Skincare,Aluminum,Jar,Sea,3990,0.141738489,5.205485319,12.50104019,11.805,12.47
1365,Makeup,Aluminum,Box,Road,5269,0.267698363,3.240944242,11.17243136,14.476,12.65
1366,Skincare,Paper,Jar,Sea,3177,0.262229657,3.120234749,17.99868693,8.421,17.72
1367,Haircare,Aluminum,Box,Sea,1526,0.30566846,2.452884764,15.69794568,6.072,13.48
1368,Haircare,Paper,Bottle,Sea,3847,0.361733638,3.895980911,3.538791992,10.596,10.27
1369,Fragrance,Glass,Bottle,Road,3787,0.247898446,3.143458912,14.29337628,11.389,12.2
1370,Makeup,Aluminum,Bottle,Road,3559,0.432433305,3.171161285,11.1045452,10.929,13.85
1371,Fragrance,Glass,Box,Sea,300,0.268596116,3.387333793,12.18554068,3.879,8.53
1372,Haircare,Glass,Bottle,Road,3901,0.145182689,4.161953675,13.24471507,10.969,15.92
1373,Haircare,Paper,Box,Road,156,0.20503425,2.823523336,17.99364503,3.02,17.37
1374,Haircare,Plastic,Tube,Road,4985,0.220180264,2.573410293,16.88896482,12.744,18.43
1375,Fragrance,Aluminum,Bottle,Road,4856,0.297370172,4.018069023,8.251286297,14.53,11.29
1376,Fragrance,Aluminum,Box,Road,3120,0.174220008,0.2,11.70694016,8.477,9.38
1377,Fragrance,Aluminum,Bottle,Road,3571,0.226161929,2.775586192,9.757393036,10.678,8.81
1378,Fragrance,Glass,Bottle,Road,419,0.237116778,2.118428601,3.590770155,3.837,9.85
1379,Makeup,Glass,Tube,Sea,4815,0.214150335,4.943909868,11.45314746,12.823,11.02
1380,Makeup,Glass,Jar,Air,1525,0.314913231,2.970880685,21.22377214,8.264,19.29
1381,Fragrance,Paper,Jar,Road,1478,0.301305711,2.827140662,3.439783031,5.979,4.72
1382,Haircare,Glass,Bottle,Road,3909,0.343325371,3.441653018,11.87969103,11.429,8.36
1383,Haircare,Aluminum,Tube,Road,5166,0.223517986,2.785553086,11.71930927,13.157,9.33
1384,Fragrance,Plastic,Bottle,Road,2742,0.346202205,3.01682221,13.43867736,8.632,12.87
1385,Haircare,Glass,Bottle,Sea,2815,0.140880233,3.616532493,7.186375213,9.01,11.39
1386,Skincare,Plastic,Tube,Road,3039,0.138929256,2.993551479,4.874447046,9.377,10.11
1387,Makeup,Glass,Jar,Road,1636,0.152895865,2.984939057,5.107011716,6.869,10.13
1388,Haircare,Glass,Tube,Road,3301,0.250736935,2.287810792,18.65466879,9.347,17.5
1389,Fragrance,Glass,Bottle,Road,5287,0.346190249,2.115459511,7.086570128,14.016,5.88
1390,Fragrance,Paper,Tube,Sea,2135,0.201828634,3.572764277,9.502189042,6.967,10.69
1391,Haircare,Aluminum,Box,Sea,4263,0.211864528,3.867920612,22.52316299,12.542,19.54
1392,Makeup,Paper,Jar,Road,4267,0.232718564,1.786212027,8.328721716,10.959,7.7
1393,Fragrance,Plastic,Jar,Road,4687,0.29582625,4.411929698,13.71199799,12.591,13.4
1394,Makeup,Glass,Tube,Sea,3993,0.211789976,4.416857168,17.31905838,11.698,15.33
1395,Skincare,Aluminum,Tube,Road,5071,0.207326643,4.669626966,17.07860093,14.263,15.52
1396,Makeup,Paper,Bottle,Sea,3942,0.142368379,3.859866902,5.342118215,10.543,7.15
1397,Makeup,Aluminum,Tube,Sea,5370,0.204262311,4.26449852,8.433237761,13.994,13.27
1398,Makeup,Glass,Bottle,Road,3948,0.34419694,6.122031013,13.51181988,13.041,17.12
1399,Skincare,Plastic,Tube,Sea,4611,0.257274081,3.138174079,21.64508729,11.952,20.01
1400,Haircare,Paper,Box,Road,4902,0.190811639,2.245170199,8.192446707,12.846,10.19
1401,Fragrance,Aluminum,Tube,Sea,5409,0.348891518,1.65912814,9.531935079,13.466,5.6
1402,Skincare,Paper,Box,Road,3294,0.20318292,5.606808716,14.09787211,10.235,19.77
1403,Haircare,Aluminum,Jar,Road,3920,0.363596446,5.62254471,15.09829114,13.012,18.15
1404,Haircare,Glass,Box,Road,5320,0.362288558,2.39048031,15.40127002,13.8,16.81
1405,Skincare,Paper,Box,Road,2122,0.25448093,2.627215025,7.768220676,7.005,5.39
1406,Skincare,Paper,Box,Road,699,0.130116038,3.111210755,9.339759315,3.875,11.87
1407,Haircare,Aluminum,Tube,Road,4869,0.433160049,4.969108247,13.077506,14.178,14.07
1408,Fragrance,Paper,Tube,Road,3494,0.280982085,1.955237362,18.31155656,9.652,16.03
1409,Skincare,Glass,Tube,Road,2385,0.224089038,1.14005657,10.80757959,6.938,11.31
1410,Haircare,Paper,Box,Road,3957,0.326490233,6.101017372,11.8884905,11.987,13.06
1411,Skincare,Glass,Box,Air,227,0.306184223,3.874847944,6.870357814,6.053,12.56
1412,Makeup,Paper,Jar,Sea,2650,0.354875068,4.045295967,21.31613416,8.357,15.93
1413,Haircare,Glass,Bottle,Road,1496,0.197012177,3.253872794,12.77131474,6.815,11.63
1414,Fragrance,Aluminum,Bottle,Road,1620,0.275477873,4.058941908,17.3887739,7.222,14.76
1415,Makeup,Paper,Bottle,Sea,5332,0.155130382,1.68295294,12.14948604,12.37,14.52
1416,Fragrance,Glass,Bottle,Sea,3047,0.303306752,2.49089532,12.42633533,9.687,13.01
1417,Makeup,Glass,Bottle,Road,815,0.24816437,3.626189461,4.498455546,5.074,10.04
1418,Haircare,Paper,Bottle,Sea,2037,0.27248074,0.774930929,1.246190652,5.672,5.92
1419,Fragrance,Glass,Box,Road,1372,0.238292022,3.136978863,18.25952606,6.006,18.19
1420,Haircare,Aluminum,Bottle,Road,5004,0.229920894,3.063002756,12.39029107,13.557,8.54
1421,Fragrance,Paper,Tube,Sea,1637,0.180541506,3.136771722,13.03214061,5.815,16.2
1422,Fragrance,Aluminum,Jar,Sea,1994,0.313234417,2.838701831,5.754731239,7.482,12.48
1423,Makeup,Plastic,Bottle,Sea,1871,0.369176323,2.304929689,7.484679111,6.517,10.32
1424,Makeup,Plastic,Tube,Road,1007,0.205466531,1.31356178,17.31151001,4.847,16.41
1425,Haircare,Aluminum,Box,Road,4301,0.29428324,3.673696457,20.70071885,12.85,18.13
1426,Fragrance,Aluminum,Box,Road,3191,0.28457469,3.139851216,8.893629931,10.157,8.45
1427,Makeup,Aluminum,Box,Road,2431,0.250647825,1.849662144,15.35741644,8.14,11.9
1428,Fragrance,Glass,Tube,Road,2208,0.127872341,3.575040095,12.95012466,8.194,10.92
1429,Haircare,Aluminum,Tube,Road,3683,0.145872212,3.146059766,11.3973553,10.622,13.45
1430,Fragrance,Aluminum,Bottle,Road,572,0.187521444,2.946771258,21.2597951,5.441,17.1
1431,Haircare,Aluminum,Box,Sea,5128,0.078879622,0.911726136,9.73399177,12.338,15.27
1432,Skincare,Glass,Tube,Road,3128,0.362642458,4.319321015,18.20356319,10.105,18.34
1433,Skincare,Aluminum,Jar,Road,1290,0.279416258,2.020338752,13.90711659,5.476,10.97
1434,Makeup,Aluminum,Jar,Sea,2981,0.247603116,3.575924306,11.91555339,9.061,15.9
1435,Haircare,Glass,Tube,Road,4693,0.074781134,2.530077868,18.86008587,12.658,13.12
1436,Skincare,Paper,Bottle,Sea,993,0.104090332,3.033528179,13.45067249,5.074,12.74
1437,Haircare,Aluminum,Box,Road,2904,0.249812689,4.88275099,11.51786235,10.016,13.56
1438,Makeup,Plastic,Jar,Road,3307,0.407639197,4.137941841,18.89721086,10.54,17.64
1439,Haircare,Aluminum,Bottle,Sea,4464,0.194108464,4.856047936,18.24631127,12.911,13.13
1440,Fragrance,Aluminum,Jar,Road,3142,0.319103841,3.896462594,18.00981661,10.63,12.87
1441,Fragrance,Aluminum,Box,Sea,4063,0.211607807,3.975372301,1,12.372,1
1442,Makeup,Plastic,Jar,Sea,4266,0.254419141,1.3626332,14.20088313,11.162,14.18
1443,Fragrance,Paper,Tube,Road,4906,0.347174708,3.118970007,13.06058597,12.8,14.62
1444,Haircare,Paper,Box,Sea,2020,0.22232387,3.230109282,11.82568373,6.791,9.52
1445,Skincare,Glass,Bottle,Sea,3886,0.194791607,4.968397784,15.04889817,11.623,18.34
1446,Skincare,Aluminum,Box,Air,1405,0.363445644,2.892524807,13.30278436,8.488,17.12
1447,Fragrance,Glass,Jar,Road,4651,0.253644626,3.817831411,15.38903709,12.629,11.3
1448,Fragrance,Plastic,Tube,Road,5234,0.337296407,3.770908812,10.66019096,13.84,5.39
1449,Makeup,Paper,Bottle,Sea,1653,0.195180089,4.889210192,19.49090315,6.882,13.82
1450,Skincare,Glass,Bottle,Road,3108,0.362533937,3.339507101,15.89472096,10.153,14.97
1451,Haircare,Plastic,Box,Road,4531,0.271890182,4.493344338,14.71263295,12.842,18.62
1452,Skincare,Glass,Box,Road,197,0.28478301,1.454161839,14.46852617,3.21,14.6
1453,Skincare,Aluminum,Box,Road,3892,0.260530345,1.56317668,17.78640654,11.203,14.33
1454,Skincare,Plastic,Tube,Road,4522,0.209562001,0.759986786,17.10843893,10.825,16.45
1455,Makeup,Aluminum,Jar,Road,4798,0.249865375,4.44318197,11.43613973,13.664,8.48
1456,Skincare,Paper,Bottle,Road,1122,0.214592781,4.308400325,16.9515519,6.266,18.18
1457,Fragrance,Aluminum,Jar,Road,4176,0.326763685,4.576193089,12.8702612,12.766,9.4
1458,Haircare,Aluminum,Tube,Sea,4333,0.233755427,2.687165797,21.58463396,11.412,16.24
1459,Haircare,Glass,Jar,Road,65,0.130279422,2.823742811,17.48863906,3.312,16.53
1460,Makeup,Glass,Jar,Road,3893,0.115646101,3.354742829,8.871953407,11.438,13.88
1461,Fragrance,Paper,Bottle,Road,3462,0.111862548,5.232439164,23.65355345,9.854,23.33
1462,Haircare,Paper,Jar,Road,5330,0.299437661,5.532593753,1.48980082,14.695,4.58
1463,Skincare,Aluminum,Bottle,Air,284,0.157879655,4.452570188,15.1867737,6.579,14.21
1464,Skincare,Plastic,Bottle,Sea,5312,0.274006862,3.89722367,8.518763353,13.337,13.2
1465,Fragrance,Glass,Bottle,Road,3164,0.260925961,5.102459237,21.41090147,10.528,19.83
1466,Skincare,Paper,Tube,Road,1545,0.244823312,3.192989051,13.26403033,6.047,9.08
1467,Makeup,Paper,Jar,Road,2161,0.285072416,3.030870163,8.031022675,7.284,9.65
1468,Haircare,Glass,Bottle,Road,4227,0.262664283,3.345173455,10.66752644,11.824,10.81
1469,Fragrance,Aluminum,Tube,Road,5478,0.05,2.325542757,8.430342707,13.825,2.98
1470,Skincare,Aluminum,Bottle,Road,1776,0.224109981,3.289988763,10.47111511,6.833,9.43
1471,Fragrance,Plastic,Bottle,Road,5411,0.284008251,2.159110347,10.35676192,13.534,8.19
1472,Makeup,Paper,Bottle,Road,3479,0.381222625,4.730009383,8.244220656,10.951,10.42
1473,Haircare,Glass,Jar,Road,1096,0.384916609,4.152424869,13.35031906,6.169,16.72
1474,Skincare,Plastic,Box,Road,3307,0.140947959,5.215474877,13.95612082,10.606,15.99
1475,Fragrance,Glass,Bottle,Road,4419,0.222021976,1.544860637,7.018468044,11.244,9.63
1476,Haircare,Aluminum,Jar,Road,347,0.124710815,5.782036336,3.708656185,5.207,8.11
1477,Haircare,Aluminum,Bottle,Road,480,0.371590806,1.613029503,13.55478226,4.361,11.89
1478,Haircare,Paper,Jar,Road,78,0.331028497,2.06203031,14.65960276,2.93,13.84
1479,Skincare,Aluminum,Tube,Road,3158,0.278047031,2.755014144,15.65108381,9.725,17.65
1480,Haircare,Glass,Jar,Road,364,0.263287589,5.06926483,14.75587191,4.109,17.49
1481,Skincare,Plastic,Tube,Sea,5129,0.360450488,3.770688197,19.86358388,13.288,18.57
1482,Skincare,Glass,Box,Sea,747,0.346906016,3.207404899,16.98533943,4.444,14.71
1483,Haircare,Aluminum,Box,Road,440,0.342643576,2.548847078,25.39914098,4.136,21.74
1484,Skincare,Aluminum,Tube,Road,1454,0.286534389,1.848877819,27.50323598,5.981,24.02
1485,Haircare,Paper,Tube,Sea,4209,0.222061736,4.859152788,3.209487062,11.906,10.89
